Date,M&M.NS,ICICIBANK.NS,INFY.NS,IOC.NS,DRREDDY.NS
2010-01-04,226.64663696289062,85.31997680664062,129.37820434570312,26.569503784179688,1047.0400390625
2010-01-05,230.81991577148438,86.13026428222656,129.8115997314453,26.670839309692383,1079.400390625
2010-01-06,236.3556365966797,86.7895736694336,127.91748809814453,26.63283920288086,1107.0855712890625
2010-01-07,231.8525848388672,85.97022247314453,125.04253387451172,26.21485710144043,1089.942626953125
2010-01-08,231.87266540527344,84.76253509521484,122.02928161621094,26.662391662597656,1094.6636962890625
2010-01-11,232.53460693359375,84.3213882446289,123.2894515991211,26.924163818359375,1100.2100830078125
2010-01-12,239.15443420410156,81.73636627197266,128.1080780029297,26.848161697387695,1108.7816162109375
2010-01-13,231.4112548828125,81.5325927734375,132.88937377929688,27.333702087402344,1125.9703369140625
2010-01-14,235.03244018554688,81.01409912109375,133.1988067626953,27.51524543762207,1134.083251953125
2010-01-15,232.13336181640625,81.70755004882812,132.50790405273438,27.388586044311523,1127.528564453125
2010-01-18,237.4396209716797,83.73460388183594,133.04510498046875,27.54058074951172,1121.1573486328125
2010-01-19,232.6148681640625,83.94318389892578,130.53182983398438,26.86505126953125,1082.1962890625
2010-01-20,229.7759552001953,85.15033721923828,131.61138916015625,26.371063232421875,1101.35595703125
2010-01-21,229.65562438964844,82.70134735107422,130.00216674804688,26.47662353515625,1030.0343017578125
2010-01-22,227.2989501953125,81.53791809082031,127.54593658447266,26.045969009399414,1033.5181884765625
2010-01-25,214.89149475097656,80.57774353027344,125.89706420898438,25.88130760192871,1028.4761962890625
2010-01-27,202.78575134277344,76.35829162597656,123.9134750366211,25.640649795532227,1014.3587646484375
2010-01-28,205.07260131835938,76.43138122558594,123.3936767578125,25.412660598754883,1056.894775390625
2010-01-29,204.1193389892578,80.53401184082031,122.5890884399414,25.446435928344727,1026.3675537109375
2010-02-01,210.057861328125,81.0626449584961,121.38790130615234,26.611724853515625,1029.94287109375
2010-02-02,204.5710906982422,79.43299102783203,120.82849884033203,26.818605422973633,1068.5372314453125
2010-02-03,211.47169494628906,81.41629028320312,122.47496795654297,26.670839309692383,1056.298828125
2010-02-04,204.00938415527344,80.38357543945312,120.28852844238281,26.75105857849121,1065.1453857421875
2010-02-05,195.83457946777344,77.41075134277344,116.50753021240234,26.01641845703125,1054.694580078125
2010-02-08,200.55909729003906,78.10902404785156,119.02833557128906,26.15151596069336,1022.7008056640625
2010-02-09,198.8339385986328,78.7928695678711,122.50469970703125,26.181072235107422,1010.7374267578125
2010-02-10,192.24386596679688,77.5707778930664,122.16560363769531,26.675052642822266,993.1821899414062
2010-02-11,197.9512939453125,80.11685180664062,123.72527313232422,26.463951110839844,999.7826538085938
2010-02-15,199.7270050048828,79.2729721069336,123.73518371582031,25.839088439941406,1013.4876708984375
2010-02-16,203.7181396484375,80.73777770996094,125.85466766357422,26.121971130371094,1020.454833984375
2010-02-17,206.4270477294922,81.5619125366211,124.7255859375,26.3584041595459,1013.9459838867188
2010-02-18,203.2471466064453,81.47445678710938,125.46842193603516,26.793277740478516,1023.2968139648438
2010-02-19,200.94024658203125,80.84445190429688,125.40662384033203,27.164823532104492,1027.697021484375
2010-02-22,199.07469177246094,80.65509796142578,127.18698120117188,27.553247451782227,1023.1591796875
2010-02-23,196.7075653076172,82.22126007080078,127.82837677001953,27.232372283935547,1048.2315673828125
2010-02-24,192.03363037109375,81.5811538696289,127.58075714111328,27.207040786743164,1045.802490234375
2010-02-25,191.99349975585938,82.59465789794922,129.61351013183594,27.18170738220215,1048.5523681640625
2010-02-26,202.15426635742188,84.58808898925781,128.8508758544922,26.801719665527344,1047.17724609375
2010-03-02,212.03335571289062,87.0125503540039,130.7845916748047,26.33306884765625,1040.9437255859375
2010-03-03,215.9250030517578,88.09916687011719,132.034912109375,26.01641845703125,1071.4248046875
2010-03-04,216.1456298828125,87.13363647460938,129.93280029296875,25.695531845092773,1060.515869140625
2010-03-05,215.97555541992188,87.45905303955078,130.52194213867188,25.906639099121094,1056.1612548828125
2010-03-08,225.09237670898438,89.59275817871094,131.7032928466797,25.978412628173828,1071.83740234375
2010-03-09,226.59686279296875,89.72826385498047,132.91159057617188,25.788419723510742,1070.6455078125
2010-03-10,227.19866943359375,89.0156021118164,131.688232421875,25.82219696044922,1068.216552734375
2010-03-11,225.6845703125,90.28089141845703,132.862060546875,25.695531845092773,1070.6915283203125
2010-03-12,228.85324096679688,90.84368896484375,132.38153076171875,25.649089813232422,1076.0086669921875
2010-03-15,221.66212463378906,89.59275817871094,133.76808166503906,25.108667373657227,1100.71435546875
2010-03-16,227.52926635742188,90.24729919433594,135.30841064453125,25.51820945739746,1120.469970703125
2010-03-17,225.33309936523438,91.9980239868164,135.60313415527344,25.48865509033203,1126.8408203125
2010-03-18,218.26239013671875,93.46229553222656,138.04432678222656,25.345102310180664,1131.241455078125
2010-03-19,215.33282470703125,92.77363586425781,137.2892608642578,25.467548370361328,1149.4842529296875
2010-03-22,210.3386993408203,90.7076416015625,136.5487518310547,25.298662185668945,1162.822509765625
2010-03-23,210.41815185546875,89.76239776611328,137.4453125,25.260663986206055,1194.9996337890625
2010-03-25,212.01332092285156,90.57215881347656,139.3492889404297,24.79623794555664,1205.8631591796875
2010-03-26,216.8276824951172,91.89613342285156,137.412841796875,24.973560333251953,1177.5819091796875
2010-03-29,222.10345458984375,92.39061737060547,134.53070068359375,25.51398277282715,1162.8682861328125
2010-03-30,220.51870727539062,93.0888900756836,130.93829345703125,25.315547943115234,1157.780517578125
2010-03-31,217.1887664794922,92.38103485107422,129.54420471191406,24.973560333251953,1168.7811279296875
2010-04-01,214.34027099609375,92.39543151855469,132.2428741455078,25.201557159423828,1158.6514892578125
2010-04-05,220.17770385742188,95.56722259521484,132.61447143554688,24.83423614501953,1166.94775390625
2010-04-06,214.03936767578125,96.77438354492188,131.29205322265625,24.770906448364258,1168.552001953125
